Id,Brand,Model,Price,Selling_platform,Rating,Refresh_rate,Screen_size,Ram,Storage,Processor,Camera_setup,imgURL
1025,Vivo,iPhone Ultra 11,988.86,Amazon,3.7,60,6.8,6,512,Helio G99,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1026,Vivo,Mate Mini 19,190.14,Best Buy,3.6,60,5.6,12,1024,Helio G99,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1027,Sony,Xperia Mini 23,570.6,Official Store,4.2,90,6.4,16,1024,Helio G99,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1028,Huawei,Mate Mini 22,1762.18,Official Store,3.3,165,6.6,8,1024,Helio G99,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1029,Sony,Xperia Plus 23,511.09,AliExpress,4.4,60,7.3,8,256,Dimensity 920,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1030,Nokia,Nord Plus 10,215.92,Best Buy,4.5,90,7.5,12,256,Dimensity 920,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1031,Vivo,Reno SE 25,1162.71,Reliance Digital,3.2,90,6.1,16,64,Helio G99,12MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1032,Xiaomi,P Series Mini 18,1617.21,Reliance Digital,3.0,144,7.3,4,128,Snapdragon 7 Gen 1,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1033,Xiaomi,Xperia Ultra 24,1099.22,Reliance Digital,4.0,144,5.1,4,512,Snapdragon 7 Gen 1,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1034,Oppo,Moto G Max 15,1121.88,Reliance Digital,4.6,165,5.2,4,1024,Dimensity 920,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1035,Nokia,Xperia Plus 15,1076.4,Flipkart,3.9,144,6.6,16,1024,Helio G99,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1036,Samsung,Xperia Turbo 18,489.83,eBay,3.4,165,5.2,8,64,Exynos 2200,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1037,Sony,Moto G SE 23,819.65,Reliance Digital,3.4,60,6.6,16,64,Dimensity 920,108MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1038,Nokia,Redmi Note Pro 19,789.58,Reliance Digital,4.8,120,6.1,16,1024,Dimensity 920,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1039,Apple,iPhone Pro 25,914.91,Official Store,4.3,144,5.2,8,64,A16 Bionic,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1040,Xiaomi,Xperia 5G 22,965.39,Flipkart,4.0,120,5.1,6,512,Snapdragon 7 Gen 1,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1041,Realme,P Series Mini 22,1997.73,eBay,3.8,144,6.4,6,128,Helio G99,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1042,Nokia,Nord Lite 11,1628.2,Reliance Digital,4.2,120,6.8,4,128,Helio G99,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1043,Realme,Reno SE 24,724.88,Walmart,4.6,144,5.9,4,512,Helio G99,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1044,Samsung,Galaxy S Lite 23,1096.54,Official Store,3.0,60,7.4,12,512,Exynos 2200,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1045,Samsung,Reno Ultra 16,334.21,Official Store,3.1,165,5.9,8,256,Snapdragon 8 Gen 2,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1046,Realme,Nord Turbo 20,1583.22,Reliance Digital,4.3,90,7.3,8,256,Helio G99,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1047,Oppo,Redmi Note SE 13,1058.56,Flipkart,4.8,60,6.9,4,64,Dimensity 920,64MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1048,Motorola,Nord Max 22,1541.05,Best Buy,3.3,120,6.1,6,512,Helio G99,108MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1049,Samsung,Xperia 5G 22,1890.92,Walmart,4.2,144,6.6,6,1024,Snapdragon 8 Gen 2,50MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1050,Google,Moto G Plus 12,1983.49,eBay,4.6,120,5.3,16,512,Tensor G1,12MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1051,Apple,Pixel Mini 11,1744.94,Walmart,4.7,165,5.6,6,64,A16 Bionic,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1052,Google,P Series SE 12,1494.31,Official Store,4.0,120,6.6,6,512,Tensor G1,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1053,Huawei,Galaxy S Edge 23,384.77,eBay,3.6,165,6.1,16,128,Dimensity 920,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1054,Oppo,V Series Max 16,1555.63,Official Store,3.5,120,6.0,6,128,Dimensity 920,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1055,Motorola,Xperia SE 21,511.17,Best Buy,3.7,90,5.3,4,1024,Dimensity 920,50MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1056,OnePlus,Nord Max 19,1980.56,eBay,3.4,165,5.6,4,64,Snapdragon 8+ Gen 1,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1057,Motorola,Nord 5G 12,1399.23,Flipkart,4.7,144,7.0,6,64,Helio G99,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1058,Nokia,iPhone Turbo 13,722.84,Amazon,4.8,60,6.4,6,256,Dimensity 920,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1059,Google,Redmi Note Plus 13,1670.83,Flipkart,3.7,144,6.2,8,64,Tensor G2,108MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1060,Sony,Nord SE 20,1082.56,Best Buy,4.8,60,6.1,6,1024,Helio G99,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1061,Sony,iPhone Lite 12,790.44,AliExpress,3.3,165,6.4,8,256,Helio G99,108MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1062,Huawei,Galaxy S Turbo 23,1979.61,Reliance Digital,4.7,60,5.4,16,256,Helio G99,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1063,Xiaomi,Reno Lite 16,910.46,Official Store,3.0,90,7.0,6,128,Snapdragon 7 Gen 1,50MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1064,OnePlus,iPhone Max 13,1795.92,Flipkart,4.5,165,6.1,4,1024,Dimensity 9000,50MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1065,Samsung,Narzo Plus 24,1885.96,Official Store,3.6,120,6.8,6,1024,Snapdragon 8 Gen 2,200MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1066,Apple,Galaxy S Mini 16,712.4,Flipkart,4.0,144,5.5,4,64,A16 Bionic,200MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1067,Xiaomi,iPhone Max 22,882.98,Best Buy,3.6,90,7.5,12,512,Snapdragon 7 Gen 1,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1068,Xiaomi,Narzo Turbo 24,1788.03,Reliance Digital,4.7,165,6.6,4,1024,Dimensity 1080,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1069,Oppo,P Series Lite 22,1237.03,Best Buy,3.8,165,5.3,6,64,Dimensity 920,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1070,OnePlus,Moto G Turbo 22,1908.06,Official Store,3.3,120,6.8,16,512,Snapdragon 8+ Gen 1,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1071,Google,iPhone Max 20,721.48,Flipkart,4.6,90,5.6,4,512,Tensor G1,64MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1072,Google,iPhone Plus 12,1662.68,Best Buy,3.5,165,6.3,4,64,Tensor G1,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1073,Xiaomi,Redmi Note Plus 11,1299.05,AliExpress,4.0,144,7.2,12,256,Snapdragon 7 Gen 1,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1074,Sony,Reno Max 19,864.46,Walmart,3.3,120,7.0,8,64,Dimensity 920,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1075,Nokia,V Series Max 21,1782.31,Flipkart,3.8,90,5.5,16,512,Helio G99,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1076,Apple,Xperia SE 22,390.35,eBay,3.7,165,7.2,8,64,A15 Bionic,64MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1077,OnePlus,Galaxy S 5G 16,1028.33,Walmart,3.7,120,5.3,4,128,Snapdragon 8+ Gen 1,108MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1078,Motorola,Xperia Edge 22,174.49,AliExpress,4.5,120,5.3,16,512,Helio G99,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1079,Realme,Xperia SE 18,945.7,Official Store,3.8,90,5.5,4,256,Helio G99,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1080,Oppo,Nord Lite 12,819.45,AliExpress,3.9,144,6.5,16,128,Dimensity 920,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1081,Realme,Reno SE 14,1773.92,AliExpress,4.6,120,6.5,12,256,Dimensity 920,12MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1082,Apple,V Series SE 12,1844.84,Reliance Digital,4.4,90,6.5,6,256,A15 Bionic,48MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1083,Sony,Moto G SE 16,285.92,Reliance Digital,3.3,165,5.6,12,64,Helio G99,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1084,Nokia,Xperia Pro 22,1309.93,Reliance Digital,4.7,60,6.1,16,512,Dimensity 920,48MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1085,Xiaomi,Galaxy S Pro 10,1455.29,Official Store,4.9,165,6.2,12,128,Dimensity 1080,50MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1086,Sony,V Series Mini 11,1972.35,Reliance Digital,4.3,60,7.0,16,64,Helio G99,50MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1087,Google,Narzo Max 11,490.97,Amazon,3.8,90,6.6,4,256,Tensor G2,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1088,Motorola,Reno Edge 20,1923.19,eBay,4.1,144,6.6,12,512,Helio G99,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1089,Vivo,P Series Ultra 15,1691.26,eBay,3.2,60,7.1,16,128,Dimensity 920,48MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1090,Huawei,Nord Max 10,537.89,Best Buy,3.3,120,6.1,16,256,Helio G99,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1091,Apple,Narzo Lite 19,1638.65,Walmart,5.0,165,7.4,8,128,A16 Bionic,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1092,Sony,P Series Pro 22,1782.63,Amazon,3.2,120,6.7,12,128,Helio G99,12MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1093,Samsung,V Series Edge 18,1790.27,Amazon,3.2,90,7.2,12,512,Snapdragon 8 Gen 2,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1094,Apple,Moto G SE 24,680.36,Best Buy,3.7,120,5.6,8,128,A15 Bionic,48MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1095,Oppo,Moto G Ultra 10,769.91,AliExpress,4.8,120,6.4,4,128,Dimensity 920,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1096,Huawei,Moto G Pro 13,1058.21,Official Store,4.5,120,5.4,12,128,Dimensity 920,200MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1097,OnePlus,Pixel SE 10,1478.03,Official Store,3.5,60,7.0,8,512,Snapdragon 8+ Gen 1,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1098,Realme,Narzo SE 19,488.35,Reliance Digital,3.5,144,7.0,6,512,Dimensity 920,64MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1099,Sony,Moto G Lite 18,469.31,Walmart,4.2,144,6.4,6,1024,Dimensity 920,50MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1100,Samsung,Xperia Edge 20,155.62,eBay,3.2,165,7.3,4,128,Snapdragon 8 Gen 2,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1101,Sony,Moto G SE 21,1200.56,Flipkart,4.5,120,5.7,4,512,Dimensity 920,12MP + 12MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1102,Realme,Mate Lite 20,976.66,Flipkart,4.5,165,5.6,4,512,Dimensity 920,64MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1103,Apple,Nord 5G 10,922.35,Reliance Digital,4.3,90,6.9,12,64,A15 Bionic,50MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1104,Sony,Galaxy S SE 11,479.75,Official Store,3.4,120,7.2,12,512,Dimensity 920,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1105,Sony,Pixel Mini 13,1282.77,Walmart,3.3,165,5.4,4,1024,Dimensity 920,12MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1106,Sony,Galaxy S Plus 16,694.68,Best Buy,3.5,60,5.4,4,64,Dimensity 920,48MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1107,Vivo,Reno Turbo 15,1308.64,Walmart,4.9,90,6.5,4,128,Helio G99,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1108,Oppo,Reno Lite 14,529.25,eBay,4.6,120,6.9,6,1024,Dimensity 920,12MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1109,Motorola,Redmi Note Plus 24,1552.02,Best Buy,4.4,120,6.1,8,128,Helio G99,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1110,Google,Narzo SE 18,1132.6,Walmart,3.1,60,6.1,12,256,Tensor G2,108MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/y/g/-original-imagnfzybft7wzmp.jpeg?q=70
1111,Huawei,P Series Plus 23,1287.12,Walmart,4.2,144,7.0,12,64,Dimensity 920,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/o/v/-original-imagp27avqpgejaf.jpeg?q=70
1112,Samsung,Reno Ultra 10,1205.12,eBay,3.5,120,5.7,6,256,Exynos 2200,50MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1113,Nokia,Reno SE 18,310.37,Walmart,4.1,120,5.3,6,512,Dimensity 920,64MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1114,Samsung,Narzo Edge 23,1905.87,AliExpress,4.5,90,6.9,12,64,Snapdragon 8 Gen 2,200MP + 16MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/h/z/11-prime-mzb0cerin-redmi-original-imagzqvrgdz98jch.jpeg?q=70
1115,Nokia,Galaxy S Lite 20,1858.46,Reliance Digital,3.3,90,5.8,16,1024,Helio G99,108MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1116,Google,P Series Mini 14,1265.25,Flipkart,5.0,90,6.1,6,64,Tensor G1,48MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/u/n/-original-imagzjhwtfthcmzz.jpeg?q=70
1117,Apple,Xperia SE 18,1252.75,Amazon,4.3,144,7.4,8,128,A15 Bionic,48MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/s/x/-original-imagzjhwaaewgj8r.jpeg?q=70
1118,Google,Mate 5G 25,759.01,Walmart,3.9,120,5.5,8,512,Tensor G1,64MP + 12MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/4/h/e/-original-imagzjhwmsamexfk.jpeg?q=70
1119,Nokia,Pixel Turbo 25,1306.62,Flipkart,3.2,90,5.1,6,64,Helio G99,108MP + 8MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/v/0/c51-mzb0dxkin-poco-original-imagzdpycgrcdc8z.jpeg?q=70
1120,Apple,Nord Max 20,1933.68,Reliance Digital,4.2,60,6.9,8,256,A15 Bionic,108MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/o/z/-original-imagmmmhjsjru7c2.jpeg?q=70
1121,OnePlus,Mate Lite 14,1547.88,Reliance Digital,3.9,144,5.5,8,1024,Snapdragon 8+ Gen 1,12MP + 8MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/n/m/-original-imagna3rjqn8vqxb.jpeg?q=70
1122,Oppo,Nord SE 22,1705.07,AliExpress,3.9,120,5.2,12,256,Helio G99,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/e/r/a/-original-imagna3qqyay2gaf.jpeg?q=70
1123,Google,P Series Turbo 22,1836.7,Reliance Digital,4.9,120,5.1,4,1024,Tensor G1,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/c/u/-original-imagnanh2yvpc4zx.jpeg?q=70
1124,Motorola,Mate SE 14,720.35,AliExpress,5.0,90,6.4,8,1024,Dimensity 920,200MP + 8MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/l/x/-original-imaghmtcmxwgypsk.jpeg?q=70
1125,Nokia,Redmi Note Pro 16,279.38,Reliance Digital,3.8,90,6.2,6,64,Dimensity 920,200MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/m/3/11-prime-mzb0ceoin-redmi-original-imagzqvrz4mvf6tx.jpeg?q=70
1126,Xiaomi,Xperia Lite 21,818.55,AliExpress,4.8,165,6.3,4,512,Snapdragon 7 Gen 1,12MP + 50MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
1127,Sony,P Series Mini 15,707.32,Reliance Digital,4.7,144,6.1,12,64,Helio G99,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/h/f/g13-pawv0028in-motorola-original-imagz4rbawxkbyjg.jpeg?q=70
1128,Google,Mate Max 12,746.45,Amazon,4.0,90,7.4,6,64,Tensor G2,64MP + 16MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/3/4/-original-imagz3cuyhmc45pc.jpeg?q=70
1129,Samsung,Xperia SE 23,1811.51,eBay,3.8,144,6.7,16,1024,Exynos 2200,200MP + 50MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/a/x/-original-imaghmtch6qfmfxg.jpeg?q=70
1130,Google,V Series Ultra 19,1328.37,eBay,3.5,165,7.1,12,128,Tensor G1,64MP + 16MP + 8MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1131,Nokia,iPhone Lite 21,874.9,eBay,3.9,90,6.8,6,64,Dimensity 920,64MP + 12MP + 2MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/6/f/-original-imagnb6nvnqz7hqq.jpeg?q=70
1132,Nokia,Redmi Note 5G 23,987.59,Amazon,3.0,60,7.1,6,64,Helio G99,48MP + 50MP + 5MP,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/9/g/-original-imagnfzyhh8gz8sd.jpeg?q=70
